id_r,cue,resp_1,resp_2,resp_3,incorrect,gpt-oss:120b
132234,Fremdwörter,einfach,WORD,NA,Prahler,Prahler
132264,Schnaps,Flasche,WORD,betrunken,Pinneken,Pinte
132269,Synthesizer,Musik,WORD,achtziger Jahre,New Wave,New Wave
132280,Hocker,Sessel,WORD,Stuhl,sitzer,Sitz
132286,Slowenien,Slowakei,WORD,tanken,zigarretten,Zigaretten
132291,Eidechse,Reptil,WORD,Kaltblüter,salamder,Salamander
132297,Cello,Klassik,WORD,Bach,Yo-Yo MA,Yo-Yo Ma
132298,Symbiose,sich ergänzend,WORD,Natur und Mensch,Ying und Yang,Yin und Yang
132322,pünktlich,Höflich,WORD,exakt,professsionell,professionell
132326,romanisch,Zeitepoche,WORD,Kirchen,Archetektur,Architektur
132371,Horn,Bulle,WORD,hornbläser,rihorn,Rohhorn
132372,Rollstuhl,behindert,WORD,langsam,stephen hawking,Stephen Hawking
132389,Mücke,Gelse,WORD,Stecher,Nervvieh,Nervvieh
132393,Einschränkung,Behinderung,WORD,Diskriminierung,Barrerie,Barriere
132455,Broccoli,Grün,WORD,Bissfest,Knackig,Knackig
132475,Eckschrank,Platzsparend,WORD,Eiche rustikal,Hineinkriechen,Hineinkriechen
132476,hervorragend,Excellent,WORD,Köstlich,Uberragend,Überragend
132524,Bob,Eisbahn,WORD,Name,wokwm,WORD
132601,Gauß,Mathematik,WORD,Geldschein,Einhunderteins,Einhunderteins
132620,stagnieren,stehen,WORD,steht,Status quo,Status quo
132626,Ausfluss,Abfall,WORD,ekelig,lfiesen,fließen
132627,Harfe,Harpo,WORD,Marx,Goucho,Gaucho
132629,Vorbereitung,Verantwortung,WORD,richtig,proffesionell,professionell
132651,Haftung,Reibung,WORD,kraft,wiederstand,Widerstand
132669,Bolivien,Che Guevera,WORD,Panflöte,Eva Morales,Evo Morales
132704,Drehbank,Metall,WORD,Metallbau,zerspannungsmechaniker,Zerspanungsmechaniker
132723,Personalrat,Stress,WORD,Heuchler,besser wisser,Besserwisser
132724,unentbehrlich,Idiot,WORD,unakzeptabel,spof : Single pont of failure,SPOF : Single point of failure
132744,Weiblichkeit,Rundung,WORD,Frau,gebähren,gebären
132746,Lego,Bausteine,WORD,Kindheit,b unt,bunt
132866,Küchenschrank,Kochen,WORD,Essen,Stsuraum,Stauraum
132868,nachgehen,erforschen,WORD,Polizei,Dedektiv,Detektiv
132941,Apfelsaft,lecker,WORD,Gold,naturtrüb,naturtrüb
132945,häuslich,bekannt,WORD,geborgen,im Haus stattfindent,im Haus stattfindend
132976,Nirvana,nichts,WORD,Jenseits,Band (Musik),Band (Musik)
132994,Diwan,Couch,WORD,jabba the Hut,Edgar allain poe,Edgar Allan Poe
133077,Schottland,Insel,WORD,Glasgow,Nessy,Nessie
133080,ungebraucht,neu,WORD,NA,originalverpackt,originalverpackt
133092,Australien,Wombat,WORD,Koala,Kängaru,Känguru
133104,Funk,Radio,WORD,Musikrichtung,Walkie Talkie,Walkie Talkie
133121,Trompete,tröööt,WORD,Wandteppich,am Hofe König bla bla bla,Horn
133143,Vogelperspektive,Fotoapparat,WORD,Turm,vogelscheisse,Vogelscheiße
133196,Gehhilfe,alter,WORD,schmerzen,gehbeschwerden,gehbeschwerden
133197,Altertum,Religion,WORD,Geschichte,rythus,Mythos
133231,standhalten,fest,WORD,Schutz,Widerstsnd,Widerstand
133246,Hose,Gürtel,WORD,Tshirt,Jeand,Jeans
133271,Pinsel,Gemälde,WORD,pinselhaare,leinwandfasern,Leinwandfasern
133272,Heizöl,dickflüssig,WORD,besoffen,goldfarbig,goldfarbig
133275,Verknüpfung,Knopf,WORD,Link,stoffpussy,Stoff
133284,heften,Büroklammer,WORD,verknüpfen,Seiten (papier),Seitenpapier
133295,Mexiko,Tacos,WORD,Drogen,Tortilla curtain,Tortilla Curtain
133348,begrenzt,eingeschränkt,WORD,Land,eingezeunt,eingeschränkt
133358,Stil,Kleidung,WORD,Aussehen,Beuform,Form
133392,Hamburger,Essen,WORD,ungesund,Fast Food,Fast Food
133398,Strickjacke,warm,WORD,NA,reisverschluss,Reißverschluss
133407,Skateboard,Halfpipe,WORD,NA,tony hawk,Tony Hawk
133447,relevant,wichtig,WORD,von Bedeutung,unablässlich,unabdinglich
133498,Geschwister,Familie,WORD,Zugehörigkeit,Blutverwandschaft,Blutverwandschaft
133526,Algerien,Staat,WORD,Fußball,Algir,Algier
133528,Postmann,Stop,WORD,Wait a little for the postman...,Woawo,Word
133559,Zweifler,Zweifel,WORD,bedrückt,Sorgenmensch,Sorgenmensch
133561,verrückt,Crazy,WORD,Mensch,unnormal,unnormal
133590,schminken,Make-Up,WORD,Mac,schminktisch,schminktisch
133596,Brühe,Nahrung,WORD,NA,Suppenähnlich,Suppenähnlich
133600,Porree,Gemüse,WORD,NA,Zwiebelartig,Zwiebelartig
133645,gemeinnützig,hilfreich,WORD,Gemeinschaftssinn,spendabel,spendabel
133655,locker,Easy,WORD,lässig,chillig,chillig
133687,Packung,Paket,WORD,Geschenkpapier,Müslipackung,Müslipackung
133780,Laufsteg,Model,WORD,Mode,High Heels,High Heels
133799,hingehen,abhauen,WORD,erreichen,davongehen,davongehen
133801,jung,junges Gemüse,WORD,alt,neil young,Neil Young
133832,stabil,labil,WORD,Familie,Märlte,Märkte
133839,Radio,Musik,WORD,Reporter,Mikros,Mikrofon
133911,Eisbär,Polarzone,WORD,weiß,Geographieuntterricht,Geographieunterricht
133913,Schelle,Schellenbaum,WORD,Backpfeife,Schellengewitter,Schellengewitter
133949,Melodica,schön,WORD,Musisch,feminim,feminin
134017,verinnerlichen,Erkenntnis,WORD,meistern,eigeninitiativ,Eigeninitiative
134018,überlegend,besser als,WORD,NA,nachdenlich,nachdenklich
134062,Hüfte,Beine,WORD,Bruch,OS ilium,Os ilium
134147,Canapé,essen,WORD,nobel,kleine happen,kleine Happen
134162,Weiblichkeit,Konzept,WORD,Frau,atribut,Attribut
134168,Unterwerfung,devot,WORD,Sklave,bdsm,BDSM
134169,Kabinett,Politik,WORD,Minister,opposttion,Opposition
134207,Spiritus,Alkohol,WORD,hochprozentig,Reingung,Reinigung
134288,Augenfarbe,Blau,WORD,NA,Kontaklinsen,Kontaktlinsen
134294,Spanien,Mallorca,WORD,Barcelona,Torerro,Torero
134465,Sauerkraut,Essen,WORD,Deutsch,igitt,igitt
134470,Trompete,Musik,WORD,Orchester,Blasinstrumen,Blasinstrument
134478,Einteilung,Selektion,WORD,Teilbereich,ausAHL,Auswahl
134559,Straßenkarte,Auto,WORD,NA,google maps,Google Maps
134585,exklusiv,edel,WORD,Geld,vip,VIP
134677,systematisch,System,WORD,geplant,struktiuriert,strukturiert
134705,unverschämt,frech,WORD,Ungeduld,pietätslos,pietätlos
134729,hervorragend,Lob,WORD,vorzüglich,s chweinelob,Schweinelob
134730,ursächlich,Schuld,WORD,bekannt,causal,causal
134735,Spargel,grüner,WORD,warmes Wetter,Schmiedener Feld,Schmiedener Feld
134753,Fliesen,Bad,WORD,Glasur,portugisisch,Portugiesisch
134784,Bleistift,Radiergummi,WORD,schule,kugellschreiber,Kugelschreiber
134785,Gegenwehr,Selbstverteidigung,WORD,Schutz,anti-haltung,Anti-Haltung
134789,verbessern,gut,WORD,wiisen,fachkentnisse,Fachkenntnisse
134798,Lord,Herr,WORD,Dame,Game of Thrones,Game of Thrones
134832,Rum,Macht,WORD,Eifersucht,Annerkennug,Anerkennung
134841,abstempeln,stempel,WORD,Vorurteil,herabwerten,herabwerten
134889,fortlaufend,durchgehend,WORD,immer,immerwährend,immerwährend
134922,Freibad,Türken,WORD,Bikini,Proleten,Proleten
134981,hinzufügen,Plus,WORD,Backen,to add,to add
134983,Karneval,Fasching,WORD,Kostüm,Lrm,Maske
135080,Mathe,Geometrie,WORD,Vektor,Funjtion,Funktion
135126,Denker,grübelnd,WORD,introvertiert,ideenvoll,ideen­voll
135195,Aufzählung,itemize,WORD,zählen,enumerate,enumerate
135218,Chemikalien,Labor,WORD,Chloroform,R- und S-Sätze,R- und S-Sätze
135300,Qualifikation,Fußball,WORD,Weltmeisterschaft,Tunier,Turnier
135377,Arm,Bein,WORD,Hand,Gliedermaß,Gliedmaßen
135449,Orden,Auszeichnung,WORD,besonders,medallie,Medaille
135455,Frosch,Wasser,WORD,Frankreich,quaken,quaken
135592,Ermittlung,Polizei,WORD,Sherlock Holmes,Stephen King,Stephen King
135617,eigenständig,selbstständig,WORD,auf eigene Faust,llein,allein
135707,Buffet,essen,WORD,eröffnet,All you can eat,All you can eat
135713,Kutsche,Pferd,WORD,Hof,rennaisence,Renaissance
135716,Migrationshintergrund,Türke,WORD,Flüchtling,Imigrant,Immigrant
135718,Shorts,Hose,WORD,Sportunterricht,Perversling,Kurzhose
135785,Diskus,Griechen,WORD,NA,Athem,Athen
135789,Signifikanz,Bedeutsamkeit,WORD,Aussagekraft,Wesentlichkeit,Wesentlichkeit
135800,Seifenkiste,Rennen,WORD,bergab,Selbstgebaut,Selbstgebaut
135868,Fenchel,Tee,WORD,Rezept,retept,Rezept
135873,Terror,angst,WORD,unverständlich,sinnloss,sinnlos
135955,Peru,Südamerika,WORD,Warm,Maccu Piccu,Machu Picchu
135986,konzentrieren,Fokus,WORD,denken,unaufmerksamkeit,Aufmerksamkeit
136031,Stipendium,Schuke,WORD,NA,Schule*,Schule
136038,Möhre,Gesund,WORD,lecker,knackig,knackig
136126,Offizier,Hierarchie,WORD,Uniform,Millitär,Militär
136160,anteilig,dabei,WORD,Teller,viertelnachvier,Viertel nach vier
136190,Augenfarbe,Iris,WORD,NA,*farbe,Augenfarbe
136195,Dreirad,Spaß,WORD,Kind,umkippfrei,umkippfrei
136197,Gorilla,Affe,WORD,Afrika,king kong,King Kong
136213,herausragend,ich,WORD,besser als gut,Star Wars,Star Wars
136214,Jauche,Gestank,WORD,Kot,Lanfwirt,Landwirt
136232,Salbei,Tee,WORD,NA,Mund und Rachen entzündungshemmend,Mund und Rachen entzündungshemmend
136236,relevant,wichtig,WORD,Nachrichten,herausstechend,herausstechend
136277,herausstechend,Autsch,WORD,besonders,pieksen,pieksen
136287,Anrichte,Käse,WORD,Teller,Snacks,Snacks
136300,Einwanderer,Emigrant,WORD,Vine,Jesús aus dem Nachbarhaus,Jesús
136302,aufheben,Squats,WORD,Reps,Deadlifts,Deadlifts
136319,kostbar,wertvoll,WORD,einzigartig,unersätzlich,unersetzlich
136402,Hubschrauber,Transportmittel,WORD,Flugobjekt,Fortbewegungsmittel,Fortbewegungsmittel
136414,aufmachen,öffnen,WORD,finden,reinschauen,reinschauen
136418,Kroatien,Serbien,WORD,Diese kleinen Dingsis (Chevapchichi),Belannte,Balkan
136419,Signal,Main screen,WORD,All your Base are belong to US,Turn on,Turn on
136442,Smoking,sucht,WORD,Zigaretten,Smoking area,Smoking area
136446,nachsehen,nachforschen,WORD,NA,neugiere,nachschauen
136461,Flucht,angst,WORD,viele Leute,anstregend,anregend
136468,Straßenkarte,kompliziert,WORD,hilfreich,unübersichtig,unübersichtlich
136530,liefern,Amazon,WORD,Deadline,dhl,DHL
136542,Braunbär,Problembär,WORD,Schwarzbär,Meister petz,Meisterbär
136546,Bündnis,90/Die Grünnen,WORD,EU,Bund (Naturschutz),Bund (Naturschutz)
136586,forschen,Dinosaurier,WORD,UFO,weltallt,Weltall
136595,revolutionär,lächerlich,WORD,kurt cobain,che guevara,Che Guevara
136674,ungebraucht,neu,WORD,NA,benuzt,benutzt
136708,Krokus,Krokodil,WORD,NA,kokuss,Krokus
136726,Gesetzgeber,Unantastbar,WORD,Volksfern,Volfsfern,Volksfern
136727,unentschieden,Remis,WORD,Unsicherheit,Equalität,Egalität
136763,Erzieher,nett,WORD,Frau,untebezahlt,unbezahlt
136780,Pauke,Musik,WORD,laut,Orchesta,Orchester
136804,Pferdewagen,Kutsche,WORD,Historisch,Fortbewegungsmittel,Fortbewegungsmittel
136934,Bob,Schwamm,WORD,Film,Silent,Silent
136988,Sprudel,Mineralwasser,WORD,NA,Whirlppol,Whirlpool
137029,Dinge,Sachen,WORD,things,Internet of things,Internet of Things
137033,Hammer,nagel,WORD,geil,it's Hammer time,it's Hammer time
137066,Unrecht,unfair,WORD,Philosophie,recfht,Recht
137072,Gruppenzwang,Gruppe,WORD,schwach,psyschologie,Psychologie
137073,undurchsichtig,intransparent,WORD,Milchglas,poitik,politisch
137078,Zulassung,Abitur,WORD,Uni,führerschien,Führerschein
137082,Salat,Bizeps,WORD,Salat,schrumfptvon,schrumfptvon
137105,Weste,Sommer,WORD,Metal,Smokinganzug,Smokinganzug
137115,Schlagzeug,Klänge,WORD,Lautstärke,Metal-Musik / Rock-Musik,Metal-Musik
137116,Blumenbank,Balkon,WORD,NA,Garten / Park,Garten
137163,fit,Wii,WORD,Sportler,passen (wegen engl.),passen
137167,Erbe,Mord,WORD,Natur,agatha christie,Agatha Christie
137191,erwecken,Schlaf,WORD,Ostern,Hailand,Heiland
137200,Mode,Minimalismus,WORD,Markt,selbstreferentiell,selbstreferenziell
137206,Vergänglichkeit,Vanitas,WORD,Barock,Memento mori,Memento mori
137253,Arm,Bein,WORD,reichen,Elenbogen,Ellenbogen
137269,Gehhilfe,Rollator,WORD,Krücke,spatzierstock,Spazierstock
137322,Sachlichkeit,Neutral,WORD,Realismus,Objektivitat,Objektivität
137346,Couchtisch,Fernseher,WORD,Bier,kuschenln,kuscheln
137399,dekorieren,Dekorationsartikel,WORD,NA,Aufhübschen,Aufhübschen
137436,Rakete,Weltall,WORD,Triebwerk,Wernher von Braun,Wernher von Braun
137441,Niederlande,Holand,WORD,Monachie,Coffeshop,Coffeeshop
137466,Belgien,Vlaanderen,WORD,Leuven,verhofstad,Verhofstadt
137477,gewaltlos,hippy,WORD,Frieden,ganhi,Gandhi
137558,Schwäche,Übung,WORD,angreifbar,verleltzung,Verletzung
137568,standhalten,Kampf,WORD,NA,bissigkeit,Bissigkeit
137659,Ungarn,Nationalstolz,WORD,NA,Hungary,Hungary
137701,Schleifmaschine,Messer,WORD,funken,reunder Stein,runder Stein
137760,Kühe,Milch,WORD,Flecken,MIlka,Milka
137782,Nächstenliebe,Freunde,WORD,NA,gebor,Geborgenheit
137838,passen,Poker,WORD,nicht mitmachen,Coints,Coins
138003,Shorts,Bermudas,WORD,Sommer,flip Flops,Flip-Flops
138019,Fleiß,Eifer,WORD,Arbeit,strebsam,strebsam
138059,Samariter,Satan,WORD,Helfer,Gutemensch,Gutmensch
138062,Tuba,Musik,WORD,Töne,Intrument,Instrument
138124,Smoking,Gehoben,WORD,Elegant,Stilsicher,Stilsicher
138175,Postmann,Brief,WORD,Packet,dhl,DHL
138276,Russland,unbekanntes Land,WORD,durch Amerika an die wand getrieben,Unterschätz,Unterschätzung
138329,Argentinien,Südamerika,WORD,warm,brazilien,Brasilien
138350,Kopfsalat,Eisbergsalat,WORD,gesund,knackig,knackig
138406,Wut,Hass,WORD,Dampf,Aggresivität,Aggressivität
138572,Kohlrabi,Gemüse,WORD,eklig,bäh,bäh
138580,Ära,Äon,WORD,Epoche,Wirtschafswunder,Wirtschaftswunder
138587,Platzierung,Wettbewerb,WORD,Ranking,Podiumsplatz,Podiumsplatz
138592,Braue,Auge,WORD,Pinzette,Theo Weigel,Theo Weigel
138626,gefährlich,Gift,WORD,Tod,polytoxisch,polytoxisch
138654,Wirsing,Gemüse,WORD,NA,bäh,bäh
138657,Päckchen,Post,WORD,braun,dhl,DHL
138701,abgeben,loslassen+,WORD,Betreuung,Kind+,Kind
138744,Geburtstage,Bald,WORD,Überbewertet,Mottoparty,Mottoparty
138771,Ringschlüssel,Werkzeug,WORD,Maulschlüssel,13mm,13mm
138812,Bibel,Gott,WORD,Neues Testament,Religion+,Religion
138824,Hemd,Knopf,WORD,Anzug,büglen,bügeln
138826,bereichernd,intellektuell,WORD,erweiternd,Kulur,Kultur
138886,Zeppelin,Unglück,WORD,fliegen,altes Fortbewegungsmittel,Luftschiff
138976,Taxi,Auto,WORD,New York,gelbn,gelb
139168,Sekretärin,Chef,WORD,Fingernägel,Dikitergerät,Diktiergerät
139281,Opportunist,Politiker,WORD,Meinungslos,Hinterbaenkler,Hinterbänkler
139328,Becken,Waschbecken,WORD,Taufe,Schwimmingpool,Swimmingpool
139349,destruktiv,Blockadehaltung,WORD,unkooperativ,wortklauberisch,wortklauberisch
139378,Apfelsaft,Saftorange,WORD,lecker,tetra pack,Tetra Pak
139387,Verlängerung,Fußball,WORD,Procrastination,Hausarbeit (Uni),Hausarbeit (Uni)
139402,überreden,doch noch mitkommen,WORD,aufdrängen,na gut,na gut
139410,Hubschrauber,fliegen,WORD,Pilot,Flugzeut,Flugzeug
139417,Weißkohl,Sauerkraut,WORD,Speck,Pfannengericht,Pfannengericht
139424,Tunesien,arabischer Frühling,WORD,weiß,sourire berbère,sourire berbère
139435,Mensa,Studierende,WORD,Tisch,superschlau,superschlau
139437,nervös,panisch,WORD,ängstlich,flatterig,flatterig
139448,Wal,Säugetier,WORD,Meer,risieg,riesig
139524,Tschechien,Prag,WORD,Böhmen,Vaclac Havel,Václav Havel
139525,Floskel,dahergesagt,WORD,Politiker,inhaltsleer,inhaltsleer
139536,herrschen,Cäsar,WORD,Macht,beherrscjt,beherrschen
139581,Tortenstück,Sahne,WORD,Kaffeeklatsch,Schwarzwälderkirsch,Schwarzwälder Kirsche
139619,Gartenstuhl,hinsetzen,WORD,Sitzkissen,vogelkacke,Vogelkacke
139726,Kanu,Speed,WORD,Matrix,Sandra Bullok,Sandra Bullock
139798,Fräulein,weiblich,WORD,jung,jubg,jung
139896,Israel,Juden,WORD,Sommer,Tel Aviv,Tel Aviv
139908,Schraubzwinge,Werkzeug,WORD,NA,Handwerl,Handwerk
139942,verlängern,Ausweis,WORD,Urlaub,ausleihe+,ausleihen
139954,erschienen,publiziert,WORD,Täuschung,Sichtbarwerdung,Sichtbarwerden
140037,ergebnisorientiert,präzise,WORD,NA,zielstrebend,zielstrebend
140125,Pullover,Hemd,WORD,kalt,t-shirt,T-Shirt
140181,mangelhaft,Zeugnis,WORD,Bewertung,Apfelsaft ist mangelhaft (Lied),Apfelsaft
140211,Innenstadt,Geschäfte,WORD,Kino,Fußgägnerzone,Fußgängerzone
140249,kreischen,doofe Weiber,WORD,4-jährige,teenies,Teenies
140258,Schlüpfer,Unterhose,WORD,gemütlich,Omaunterhose,Omaunterhose
140262,Braunbär,Tannen,WORD,Jäger,Tipexx,Tippex
140277,Chemikalien,grün,WORD,blasen,blubbern,blubbern
140288,Keyboard,Tasten,WORD,klein,Elektonik,Elektronik
140319,Metal,laut,WORD,Wacken,head banging,Headbanging
140340,Nationalstolz,Nationalismus,WORD,Fahne,Hmyne,Hymne
140353,labil,schwach,WORD,schwanckend,anlehnungsbedürftig,anlehnungsbedürftig
140355,Polen,Nachbarland,WORD,Piwo,rotweiß,rot‑weiß
140374,Abwesenheit,Wegsein,WORD,Fehlen,In absentia,In absentia
140413,Logo,Kindersendung,WORD,Emblem,Klaro,Klaro
140428,Fahrbahn,Straße,WORD,Gegenverkehr,Eibahn,Einbahn
140439,Handschrift,individuell,WORD,unleserlich,schnörkelig,schnörkelig
140475,unveränderlich,gleich,WORD,fest,stet,stet
140647,Wandschrank,praktisch,WORD,Architektur,30er Jahre,30er Jahre
140664,Kneifzange,keifen,WORD,Handwerkzeug,Schimpfowrt,Schimpfwort
140680,stagnieren,anhalten,WORD,nicht weiterkommen,stoppem,stoppen
140752,Quote,Frauenquote,WORD,Quorum,Best of,Best of
140771,herrschen,REGIEREN,WORD,BEHERRSCHEN,HERRSCHSÜCHTIG,herrschsüchtig
140814,Regen,nass,WORD,Mantel,Schrim,Schirm
140822,Mücke,STECHEN,WORD,SPRAY,GELSEN,GEL
140914,Kreide,Kinder,WORD,Schule,Tagel,Tafel
140943,Israel,Jerusalme,WORD,Hummus,See Genezareth,See Genezareth
140989,Synthesizer,Musik,WORD,NA,elektonik,Elektronik
140998,bescheiden,genügsam,WORD,knapp,gegnügen,genügen
141045,Tschechien,Mucha,WORD,Prag,ehemals Tschecho-Slowakei,ehemals Tschechoslowakei
141103,vorstellen,präsentieren,WORD,Name,imaginieren,imaginieren
141163,beibringen,lehren,WORD,NA,herbeibringen,herbeibringen
141168,Bolivien,Anden,WORD,Indio,La Paz,La Paz
141212,Verarsche,Umgangssprache,WORD,Betrug,Reinlegen,Reinlegen
141214,Quartier,Zimmer,WORD,Hotel,Star Trek,Star Trek
141244,Trauer,Leid,WORD,Emotion,Sccmerz,Schmerz
141299,Partnerbörse,Speed dating,WORD,NA,online dating,online dating
141322,verrückt,komisch,WORD,verstellt,nervenkrank,nervenkrank
141323,Weiße Bohnen,griechisch,WORD,english breakfast,Heinzdose,Heinzdose
141337,Paprika,Gemüse,WORD,bunt,knackig,knackig
141461,Kenia,Afrika,WORD,Ostafrika,Kaffeee,Kaffee
141462,Haut,Organ,WORD,Pflege,empfindlic,empfindlich
141501,glänzen,leuchten,WORD,polieren,brillieren,brillieren
141530,wild,Tier,WORD,Wald,Wildniss,Wildnis
141546,Zylinder,Magier,WORD,Frack,30er Jahre,30er Jahre
141600,ergebnisorientiert,leistungsstark,WORD,konzentriert,strebsam,strebsam
141606,Boss,Chef,WORD,Sun Diego,Kolegah,Kollegah
141633,Jäger,mein Freund Micha (Nachname: Jäger),WORD,Wildschweinsalami,haben letzten Winter einen Jagdhund überfahren :(,haben letzten Winter einen Jagdhund überfahren :(
141645,Hobel,Werkzeug,WORD,Meister Eder,sägespähne,Sägespäne
141680,Stille,Ruhe,WORD,Entspannung,Lautlosigkeit,Lautlosigkeit
141709,Frosch,grün,WORD,quaken,glibberig,glibberig
141778,erinnern,dran denken,WORD,wissen,im Gedächtnis haben/behalten,im Gedächtnis haben
141797,Krankenkasse,Zweiklassen gesellschafft,WORD,Menschenrechte,profitoptimierung,Profitoptimierung
141890,Zweifler,kritisch,WORD,unsicher,mistrauisch,misstrauisch
141994,Spitzkohl,Unternander,WORD,Anbau,Kohlgeruch,Kohlgeruch
142105,Stiefel,Schuh,WORD,Chucks,High Heels,High Heels
142116,Harfe,Melodie,WORD,Prinzessin,Homogitarre,Gitarre
142145,Mongolei,Fleisch,WORD,Kühe,Yutezelt,Jurte
142178,Egoist,Ich,WORD,allein,Selbstzentriert,Selbstzentriert
142197,abstempeln,Vorurteile,WORD,Ignoranz,verallgemeierung,Verallgemeinerung
142280,Klarinette,Musik,WORD,Musikinstrument,Musij,Musik
142296,Rosenkohl,Kohlsprossen,WORD,Sonntagsessen,brüssler Kohl,Brüsseler Kohl
142298,Jahre,Jahrzehnte,WORD,Dauer,Dezennien,Dekaden
142339,Frühling,Sommer,WORD,warm,goodtimes,good times
142356,abhaken,fischen,WORD,gemacht,highfive,highfive
142412,auffassen,empfinden,WORD,Meinung,intepretation,Interpretation
142434,Symbiose,Biologie,WORD,positiv,Mykhorizza,Mykhorizza
142445,Schwebebahn,Magnet,WORD,Reisen,Geschindigkeit,Geschwindigkeit
142498,Fliesen,Fliesenspiegel,WORD,Glanz,Poltur,Politur
142534,Reis,China,WORD,Feld,Hünchen,Hühnchen
142577,radieren,Radiergummi,WORD,Papier,rote radierer-reste,rote Radiererreste
142583,Bohrmaschine,Lärm,WORD,Heimwerker,bohrerstaub,Bohrstaub
142632,Verarsche,veräppeln,WORD,foppen,auf's Kreuz legen,aufs Kreuz legen
142638,undeutlich,ungenau,WORD,unverständlich,unpräziese,unpräzise
142667,Zettel,Papier,WORD,Bleistift,Notitz,Notiz
142670,Thailand,tropisch,WORD,Kriminalität,Süd-ost Asien,Südostasien
142696,schwach,stark,WORD,NA,untrainiert,untrainiert
142727,elektronisch,Geräte,WORD,Strom,Elektiker,Elektriker
142731,Luchs,Wald,WORD,selten,schrackhaft,schreckhaft
142732,planlos,verpeilt,WORD,zielstrebig,umherirren,umherirren
142772,Lötkolben,löten,WORD,hacken,Chaos Cologne,Chaos Cologne
142815,Personengruppe,Menschen mit Behinderung,WORD,Schubladendenken,Kritisierer,Kritisierer
142949,Igel,niedlig,WORD,klein,stachelig,stachelig
142998,Indien,Elefanten,WORD,Vergewaltigungen,Slumdong Millionär,Slumdog Millionär
143047,brechen,zerstören,WORD,teilen,inzwei teilen,in zwei teilen
143055,anstrengend,kraftraubend,WORD,sportlich,energiezehrend,energiezehrend
143116,Vitrine,Glas,WORD,Staub,porzelan,Porzellan
143220,heften,klammern,WORD,NA,vorläufig zusammennähen,vorläufig zusammen nähen
143239,Standpunkt,meiner,WORD,engstirnig,"fixiert, fest","fixiert, fest"
143243,Virus,Gefahr,WORD,Infektion,"Computer, Hacker",Computer
143247,Bassgeige,Musikinstrument,WORD,"dumpf, trauriger Sound",Idiot (umgangssprachlich),Idiot (umgangssprachlich)
143252,Krokodil,Nil,WORD,Florida,Bud Spencer,Bud Spencer
143265,Gokart,Grundschulalter,WORD,Jungen,Spasx,Spaß
143291,Drachen,Urzeittier,WORD,Harry Potter,Sigfried (Nibelungensage),Siegfried (Nibelungensage)
143367,zaubern,hexe,WORD,Zylinder (hut),Harry potter,Harry Potter
143375,Lego,Kindheit,WORD,Bauklötze,(lego-) Technik,Technik
143418,beurteilen,begutachten,WORD,NA,auswägen,auswägen
143523,ausbreiten,Seuche,WORD,breitmachen,Keidung,Kleidung
143537,Herzblut,Nähe,WORD,Hingabe,Verbungenheit,Verbundenheit
143552,Kaufmann,Laden,WORD,Einkaufen,Gemischtwaren,Gemischtwaren
143558,hinauszögern,Bank,WORD,Drücker,hinaussschieben,hinausschieben
143582,Violoncello,Geige,WORD,Saiten,Philharminie,Philharmonie
143623,Augen,Brille,WORD,Sehstärke,Make up,Make up
143685,fremd,bekannt,WORD,kein Interesse,assozial,asozial
